"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
35,"management","married","university degree","no","yes","no","cellular","nov","wed",2,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
46,"services","married","professional course","no","yes","no","telephone","may","tue",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
30,"blue collar","married","basic 9y","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
43,"entrepreneur","married","university degree","no","yes","no","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
42,"services","married","high school","no","yes","no","cellular","jul","mon",4,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","married","professional course","no","no","no","cellular","jul","tue",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","divorced","basic 9y","no","yes","no","cellular","may","fri",1,1,"failure",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
28,"admin","married","university degree","no","no","no","cellular","may","tue",3,1,"failure",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
24,"services","single","university degree","no","no","no","cellular","jul","thu",6,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
43,"management","married","university degree","no","yes","yes","cellular","apr","fri",1,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
30,"admin","single","university degree","no","yes","no","cellular","aug","mon",1,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
55,"blue collar","married","basic 9y","no","no","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
51,"retired","married","basic 9y","no","no","no","cellular","jul","fri",1,0,"non existent",4.959,0,1.4,93.918,-42.7,5228.1,"0"
22,"student","single","high school","no","no","yes","cellular","jul","fri",2,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
32,"entrepreneur","single","university degree","no","no","yes","cellular","nov","thu",1,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
43,"admin","married","professional course","no","no","no","cellular","jul","thu",3,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
39,"management","married","basic 6y","no","no","no","telephone","jun","mon",5,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
52,"blue collar","divorced","high school","no","no","no","cellular","jul","tue",1.55140278617356,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
38,"technician","single","professional course","no","yes","no","cellular","may","mon",3,1,"failure",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
59,"retired","married","basic 4y","no","no","no","telephone","apr","tue",4,0,"non existent",1.453,0,-1.8,93.075,-47.1,5099.1,"0"
31,"blue collar","married","basic 4y","no","yes","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
81.503586331106,"retired","single","basic 4y","no","no","no","cellular","nov","mon",4,1,"success",0.715,6,-3.4,92.649,-30.1,5017.5,"1"
44,"blue collar","single","basic 9y","no","yes","no","telephone","jun","mon",3,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
30,"blue collar","married","basic 9y","no","no","no","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
32,"services","married","high school","no","no","no","telephone","jun","fri",1,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
41,"unemployed","married","basic 9y","no","no","no","telephone","jun","fri",3,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
33,"admin","single","university degree","no","yes","no","cellular","aug","thu",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"1"
59,"retired","married","basic 4y","no","yes","no","cellular","aug","fri",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
28,"blue collar","married","basic 9y","no","yes","no","cellular","jul","mon",3,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
33,"blue collar","single","basic 6y","no","yes","no","cellular","may","fri",2,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
53,"services","married","high school","no","yes","no","cellular","aug","thu",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
41,"services","married","high school","no","no","no","cellular","mar","wed",6,0,"non existent",1.778,0,-1.8,92.843,-50,5099.1,"1"
55,"blue collar","married","basic 4y","no","no","yes","cellular","jul","thu",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
45,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
35,"technician","married","professional course","no","no","no","cellular","jul","thu",4,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
31,"services","married","high school","no","no","no","cellular","jul","mon",3,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
53,"management","married","university degree","no","no","no","cellular","aug","mon",4,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
35,"technician","single","professional course","no","yes","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
45,"blue collar","divorced","basic 6y","no","yes","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
34,"housemaid","single","university degree","no","no","no","telephone","jun","thu",2,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
42,"admin","married","basic 9y","no","no","no","telephone","apr","mon",3,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
36,"self employed","married","basic 9y","no","yes","yes","cellular","nov","thu",3,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
44,"admin","married","high school","no","no","no","telephone","may","wed",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
50,"admin","divorced","university degree","no","yes","no","cellular","aug","tue",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
36,"admin","married","university degree","no","yes","no","cellular","sep","fri",1,0,"non existent",0.773,0,-3.4,92.379,-29.8,5017.5,"0"
27,"technician","married","professional course","no","no","no","cellular","jul","thu",3.45028928643275,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
40,"management","married","university degree","no","no","no","telephone","may","fri",3,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
25,"technician","single","university degree","no","yes","yes","telephone","jun","mon",6,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
29,"management","married","university degree","no","yes","yes","cellular","aug","tue",2,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
44,"admin","married","high school","no","no","no","telephone","may","wed",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
57,"blue collar","married","basic 4y","no","yes","no","telephone","may","tue",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
30,"admin","single","high school","no","yes","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
37,"self employed","married","university degree","no","yes","yes","cellular","aug","wed",2,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
57,"technician","married","basic 9y","no","no","no","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","married","professional course","no","yes","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"1"
54,"admin","married","professional course","no","no","no","cellular","nov","tue",2,1,"success",1.035,10,-1.1,94.767,-50.8,4963.6,"1"
58,"blue collar","married","basic 9y","no","yes","no","cellular","aug","mon",1,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"1"
29,"admin","single","university degree","no","yes","no","cellular","aug","tue",5,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
60,"services","married","high school","no","no","no","cellular","aug","tue",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
27,"unemployed","single","university degree","no","no","no","telephone","jun","wed",2,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
30,"unemployed","married","high school","no","yes","no","cellular","jul","tue",3,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
42,"blue collar","married","basic 4y","no","no","no","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
48,"housemaid","married","high school","no","no","no","telephone","jun","tue",1,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
35,"admin","single","university degree","no","no","no","cellular","aug","mon",2,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
46,"blue collar","married","basic 6y","no","yes","yes","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
57,"retired","married","basic 4y","no","no","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
30,"services","married","high school","no","no","no","telephone","jun","mon",3,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
28,"technician","single","high school","no","yes","yes","cellular","apr","thu",4,1,"failure",1.41,0,-1.8,93.075,-47.1,5099.1,"0"
34,"services","married","high school","no","yes","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
42,"blue collar","married","basic 4y","no","no","no","telephone","jun","thu",1,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
30,"admin","single","university degree","no","yes","no","cellular","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
27,"student","single","basic 9y","no","yes","no","cellular","aug","wed",1,0,"non existent",0.9,0,-1.7,94.027,-38.3,4991.6,"0"
23,"entrepreneur","married","university degree","no","yes","no","cellular","aug","thu",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
43,"blue collar","married","basic 4y","no","yes","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
59,"management","married","basic 4y","no","yes","yes","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
31,"self employed","single","university degree","no","no","no","cellular","aug","mon",1,2,"failure",0.898,0,-1.7,94.027,-38.3,4991.6,"0"
43,"self employed","married","basic 9y","no","no","no","telephone","may","wed",2,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
52,"technician","married","high school","no","yes","no","telephone","may","mon",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
26,"housemaid","single","high school","no","yes","yes","telephone","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
24,"blue collar","married","basic 9y","no","yes","yes","telephone","may","fri",6,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
35,"blue collar","single","basic 6y","no","no","no","cellular","nov","thu",1,1,"failure",4.076,0,-0.1,93.2,-42,5195.8,"0"
59,"technician","married","professional course","no","no","no","cellular","jun","thu",4,1,"failure",0.742,0,-1.7,94.055,-39.8,4991.6,"1"
28,"blue collar","married","basic 6y","no","no","no","telephone","may","thu",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
37,"blue collar","single","basic 9y","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
46,"admin","married","professional course","no","no","no","cellular","apr","fri",1,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
26,"technician","single","university degree","no","yes","no","cellular","jul","fri",3,2,"success",0.861,6,-1.7,94.215,-40.3,4991.6,"1"
40,"management","married","university degree","no","yes","no","cellular","aug","thu",6,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
56,"blue collar","married","basic 4y","no","yes","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
40,"management","married","university degree","no","yes","no","cellular","may","tue",1,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
29,"admin","single","university degree","no","yes","yes","telephone","may","wed",2,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
28,"blue collar","single","basic 9y","no","yes","no","cellular","may","thu",1,1,"failure",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
48,"technician","single","high school","no","no","no","telephone","may","thu",3.31353719394189,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
28,"unemployed","single","university degree","no","yes","no","cellular","may","mon",1,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
33,"technician","married","professional course","no","no","no","telephone","may","thu",4,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
56,"entrepreneur","married","university degree","no","yes","yes","telephone","jun","thu",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
57,"retired","married","basic 9y","no","no","no","cellular","aug","tue",4,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"1"
24,"admin","single","high school","no","yes","no","telephone","jul","thu",1,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
39,"self employed","married","university degree","no","no","no","telephone","may","wed",2,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
40,"blue collar","married","basic 9y","no","yes","yes","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
54,"blue collar","divorced","basic 4y","no","yes","no","telephone","jun","thu",3,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
25,"admin","single","university degree","no","no","no","telephone","jun","wed",2,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
36,"blue collar","married","basic 9y","no","no","no","cellular","may","wed",3,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"1"
48,"admin","married","university degree","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
32,"admin","single","university degree","no","yes","no","cellular","aug","thu",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
48,"admin","married","university degree","no","yes","yes","cellular","jul","fri",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
30,"technician","married","university degree","no","yes","no","telephone","may","wed",3,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
41,"admin","divorced","high school","no","no","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
54,"retired","divorced","basic 4y","no","yes","no","cellular","jul","tue",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
29,"admin","single","university degree","no","yes","no","cellular","mar","mon",1,0,"non existent",0.639,0,-1.8,93.369,-34.8,5008.7,"1"
28,"blue collar","single","high school","no","yes","no","telephone","jun","mon",2,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
30,"admin","married","university degree","no","no","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
54,"admin","married","university degree","no","yes","no","telephone","may","thu",3,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
33,"entrepreneur","married","basic 9y","no","no","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
38,"blue collar","married","basic 9y","no","no","no","cellular","may","wed",1,1,"success",1.281,11,-1.8,92.893,-46.2,5099.1,"0"
46,"housemaid","divorced","basic 6y","no","yes","no","telephone","jun","tue",1.15483974195018,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
38,"admin","divorced","university degree","no","no","no","telephone","jun","fri",3,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
38,"services","married","high school","no","no","no","cellular","jul","thu",1,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
33,"blue collar","married","high school","no","yes","no","telephone","may","wed",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
25,"admin","married","university degree","no","no","no","telephone","may","fri",1,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
29,"admin","single","university degree","no","yes","no","cellular","may","fri",5.21587457444421,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
60,"technician","married","professional course","no","no","no","telephone","jul","tue",0.769976502435674,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
57,"services","married","high school","no","yes","no","cellular","may","mon",2,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
36,"admin","single","university degree","no","no","no","cellular","aug","wed",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
54,"admin","married","university degree","no","no","no","cellular","jul","thu",5,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
25,"self employed","single","university degree","no","no","no","telephone","may","tue",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
41,"entrepreneur","married","university degree","no","no","no","telephone","may","wed",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
